isoform	p-value_lowest	effector_score
SNOO_106520A_1	0.009473562	-2.959
SNOO_028210A_1	0.367879441	-2.483
SNOO_045520A_1	0.175298257	-1.945
SNOO_021500A_1	0.008198403	-2.586
SNOO_021500A_2	0.006341111	-2.586
SNOO_145730A_1	0.367879441	-1.328
SNOO_628870_1	0.00387702	-1.934
SNOO_628870_2	0.024755273	-1.934
SNOO_579630_1	0.367879441	-0.08
SNOO_139440A_1	0.142406253	-2.477
SNOO_089320A_1	0.003533797	-2.784
SNOO_548800_1	0.007586511	-1.744
SNOO_111690A_1	0.025893116	-1.142
SNOO_111690A_2	0.016718572	-1.142
SNOO_419220A_1	0.000436007	-3.042
SNOO_504120_1	0.006953978	0.005
SNOO_435980A_1	0.017747014	-3.346
SNOO_435980A_2	0.006713543	-3.346
SNOO_009080A_1	0.057227902	-3.204
SNOO_009080A_2	0.057227902	-3.204
SNOO_124390A_1	0.001107564	-3.346
SNOO_124390A_2	0.008160676	-3.346
SNOO_057840A_1	0.013836361	-3.346
SNOO_057840A_2	0.011275322	-3.346
SNOO_623710_1	0.183939721	-1.044
SNOO_435210A_1	0.032783729	-2.968
SNOO_435210A_2	0.101115855	-2.968
SNOO_435920A_1	0.085684609	-2.468
SNOO_435920A_2	0.117039053	-2.468
SNOO_153150A_1	0.007830786	-1.246
SNOO_153150A_2	0.013968218	-1.246
SNOO_084330A_1	0.032663956	-2.596
SNOO_084330A_2	0.032663956	-2.596
SNOO_066960A_1	0.01328334	-1.265
SNOO_405220A_1	0.012862918	-2.283
SNOO_405220A_2	0.000582924	-2.283
SNOO_405220A_3	0.001474502	-2.283
SNOO_114420A_1	0.032380557	-3.358
SNOO_114420A_2	0.09646446	-3.358
SNOO_545910_1	0.048743657	2.704
SNOO_444780A_1	0.014638496	-2.264
SNOO_052960A_1	0.367879441	1.59
SNOO_445760A_1	0.020123748	-1.849
SNOO_445760A_2	0.020123748	-1.849
SNOO_075680A_1	0.062723772	0.751
SNOO_594110_1	0.025164422	-0.521
SNOO_594110_2	0.034398367	-0.521
SNOO_107590A_1	0.008545409	2.925
SNOO_107590A_2	0.013005695	2.925
SNOO_048650A_1	0.012862918	-2.184
SNOO_048650A_2	0.012862918	-2.184
SNOO_524110_1	0.009953449	-2.02
SNOO_524110_2	0.014209406	-2.02
SNOO_115810A_1	0.034267583	-3.074
SNOO_130730A_1	0.022688235	0.702
SNOO_130730A_2	0.047516228	0.702
SNOO_154340A_1	0.011275322	-2.738
SNOO_154340A_2	0.031999958	-2.738
SNOO_001520A_1	0.057796045	2.808
SNOO_001520A_2	0.057796045	2.808
SNOO_028700A_1	0.03283005	-3.346
SNOO_028700A_2	0.000217844	-3.346
SNOO_610920_1	0.018707447	-2.056
SNOO_068370A_1	0.012443296	-3.006
SNOO_068370A_2	0.090213813	-3.006
SNOO_068370A_3	0.004300175	-3.006
SNOO_648200_1	0.121420802	-2.099
SNOO_099680A_1	0.011224398	-2.964
SNOO_099680A_2	0.022024689	-2.964
SNOO_053200A_1	0.367879441	0.93
SNOO_091430A_1	0.131036257	-1.527
SNOO_127490A_1	0.367879441	-3.112
SNOO_440140A_1	0.020054536	-2.526
SNOO_071680A_1	0.367879441	-2.529
SNOO_137270A_1	0.016503114	-2.117
SNOO_137270A_2	0.013667245	-2.117
SNOO_201120A_1	0.004339646	-2.396
SNOO_503110_1	0.012862918	-1.65
SNOO_012820A_1	0.367879441	-2.265
SNOO_444520A_1	0.01603737	-1.963
SNOO_444520A_2	0.01603737	-1.963
SNOO_100300A_1	0.028350764	-2.463
SNOO_100300A_2	0.03838747	-2.463
SNOO_417110A_1	0.367879441	-0.827
SNOO_065510A_1	0.035373023	-3.346
SNOO_065510A_2	0.048951049	-3.346
SNOO_065510A_3	0.024113533	-3.346
SNOO_065510A_4	0.012862918	-3.346
SNOO_152390A_1	0.055669769	-2.976
SNOO_152390A_2	0.058217305	-2.976
SNOO_021240A_1	0.020201401	-2.784
SNOO_021240A_2	0.001002396	-2.784
SNOO_021240A_3	0.042279112	-2.784
SNOO_625350_1	0.010678221	-1.944
SNOO_121370A_1	0.142795309	-2.889
SNOO_553210_1	9.98e-05	-0.056
SNOO_553210_2	8e-05	-0.056
SNOO_003450A_1	0.165545749	-2.282
SNOO_006150A_1	0.032291081	-0.584
SNOO_407110A_1	0.044429203	-3.346
SNOO_407110A_2	0.035373023	-3.346
SNOO_407110A_3	0.021842649	-3.346
SNOO_505410_1	0.018179067	-3.195
SNOO_505410_2	0.032049638	-3.195
SNOO_580530_1	0.014462506	-1.638
SNOO_580530_2	0.030479705	-1.638
SNOO_580530_3	0.029313518	-1.638
SNOO_427300A_1	0.001138892	-3.346
SNOO_427300A_2	0.01404576	-3.346
SNOO_504150_1	0.04352345	0.256
SNOO_021290A_1	0.006822567	-3.337
SNOO_021290A_2	0.00473337	-3.337
SNOO_021290A_3	0.004830499	-3.337
SNOO_138170A_1	0.018976023	-2.489
SNOO_138170A_2	0.035373023	-2.489
SNOO_428830A_1	0.066183188	2.148
SNOO_434050A_1	0.012862918	-1.424
SNOO_434050A_2	0.048951049	-1.424
SNOO_119520A_1	0.277314395	-2.784
SNOO_428410A_1	0.367879441	-3.105
SNOO_048030A_1	0.367879441	-1.93
SNOO_413610A_1	0.035373023	-2.579
SNOO_440910A_1	0.00741612	-3.28
SNOO_440910A_2	0.004179981	-3.28
SNOO_408280A_1	0.035373023	0.705
SNOO_617960_1	0.043880554	-1.135
SNOO_019450A_1	0.003858875	-2.843
SNOO_611440_1	0.01597147	-1.219
SNOO_029510A_1	0.007384606	-2.818
SNOO_029510A_2	0.035373023	-2.818
SNOO_510770_1	0.059690841	-2.086
SNOO_510770_2	0.056275537	-2.086
SNOO_447450A_1	0.088032947	-0.534
SNOO_447450A_2	0.056133492	-0.534
SNOO_531960_1	0.012862918	-3.048
SNOO_094390A_1	0.048951049	-2.628
SNOO_147340A_1	0.011224398	-2.667
SNOO_147340A_2	0.016534014	-2.667
SNOO_142310A_1	0.073256941	-2.612
SNOO_142310A_2	0.030964223	-2.612
SNOO_142310A_3	0.059356202	-2.612
SNOO_028570A_1	0.367879441	-1.196
SNOO_424620A_1	0.007780457	-2.611
SNOO_424620A_2	0.006904981	-2.611
SNOO_429070A_1	0.367879441	-2.6
SNOO_300450A_1	0.067195701	-3.346
SNOO_091420A_1	0.068976605	-2.791
SNOO_091420A_2	0.09625637	-2.791
SNOO_038850A_1	0.367879441	-0.404
SNOO_010530A_1	0.053143455	-2.923
SNOO_553820_1	0.080127675	-2.484
SNOO_656960_1	0.029313518	-3.338
SNOO_138520A_1	0.047002127	-3.289
SNOO_041680A_1	0.06019341	-3.12
SNOO_041680A_2	0.033115135	-3.12
SNOO_436480A_1	0.029763903	-2.939
SNOO_436480A_2	0.03766841	-2.939
SNOO_145870A_1	0.004568709	-3.044
SNOO_145870A_2	0.011900062	-3.044
SNOO_534690_1	0.367879441	-1.307
SNOO_049910A_1	0.367879441	-3.346
SNOO_426760A_1	0.023715764	0.57
SNOO_426760A_2	0.023715764	0.57
SNOO_404240A_1	0.046321766	-2.681
SNOO_519160_1	0.042279112	-2.565
SNOO_109100A_1	0.367879441	2.245
SNOO_161850A_1	0.036149679	-3.214
SNOO_161850A_2	0.002519592	-3.214
SNOO_161850A_3	0.01628875	-3.214
SNOO_140690A_1	0.07384055	-1.524
SNOO_125070A_1	0.003858875	-1.947
SNOO_125070A_2	0.005810992	-1.947
SNOO_507770_1	0.142795309	-2.203
SNOO_309330A_1	0.026271723	-3.073
SNOO_309330A_2	0.035706577	-3.073
SNOO_025180A_1	0.010320134	-3.346
SNOO_151960A_1	0.012862918	-2.971
SNOO_151960A_2	0.035373023	-2.971
SNOO_439600A_1	0.035373023	-0.871
SNOO_439600A_2	0.035373023	-0.871
SNOO_116040A_1	0.030085265	-1.023
SNOO_116040A_2	0.035373023	-1.023
SNOO_116040A_3	0.080176294	-1.023
SNOO_407590A_1	0.1648291	-0.348
SNOO_157080A_1	0.012862918	-1.789
SNOO_157080A_2	0.012862918	-1.789
SNOO_002140A_1	0.023556514	-0.388
SNOO_164120A_1	0.03226543	-3.346
SNOO_164120A_2	0.045818582	-3.346
SNOO_419670A_1	0.060873193	-3.042
SNOO_557120_1	0.022812922	-2.056
SNOO_557120_2	0.048281417	-2.056
SNOO_104220A_1	0.367879441	-3.346
SNOO_122640A_1	0.000397753	-2.998
SNOO_122640A_2	0.000874955	-2.998
SNOO_510990_1	0.003858875	-3.063
SNOO_302630A_1	0.041191845	-3.052
SNOO_513930_1	0.012255539	-3.066
SNOO_130120A_1	0.020774709	-3.122
SNOO_558130_1	0.009833406	0.182
SNOO_558130_2	0.006776869	0.182
SNOO_558130_3	0.013770214	0.182
SNOO_024840A_1	0.367879441	-2.281
SNOO_149910A_1	0.022067018	-2.964
SNOO_149910A_2	0.048951049	-2.964
SNOO_149910A_3	0.035373023	-2.964
SNOO_447880A_1	0.060873193	-1.862
SNOO_095300A_1	0.07384055	-3.339
SNOO_553780_1	0.088025259	-3.052
SNOO_553780_2	0.036518108	-3.052
SNOO_432050A_1	0.080192654	-2.052
SNOO_432050A_2	0.056081718	-2.052
SNOO_164600A_1	0.021487152	-3.378
SNOO_164600A_2	0.012862918	-3.378
SNOO_164600A_3	0.017428801	-3.378
SNOO_411110A_1	0.367879441	-1.73
SNOO_010040A_1	0.367879441	-2.996
SNOO_303240BA_1	0.051325502	-2.534
SNOO_038110A_1	0.000541388	-2.775
SNOO_038110A_2	0.000541388	-2.775
SNOO_158300A_1	0.197641907	-2.154
SNOO_013100A_1	0.073257378	-2.915
SNOO_016870A_1	0.002015343	-3.196
SNOO_016870A_2	0.01147766	-3.196
SNOO_121160A_1	0.142795309	-3.159
SNOO_125590A_1	0.057227902	-3.357
SNOO_125590A_2	0.107357498	-3.357
SNOO_084210A_1	0.367879441	-2.709
SNOO_019400A_1	0.053170177	-3.049
SNOO_019400A_2	0.053170177	-3.049
SNOO_402720A_1	0.014497325	-2.782
SNOO_022640A_1	0.00948115	-2.712
SNOO_022640A_2	0.004888723	-2.712
SNOO_126570A_1	0.004472523	-2.202
SNOO_126570A_2	0.030232099	-2.202
SNOO_507960_1	0.05444373	-1.784
SNOO_048240A_1	0.054848529	-0.389
SNOO_120080A_1	0.014606944	-3.346
SNOO_120080A_2	0.037754377	-3.346
SNOO_501450_1	0.007852882	-3.325
SNOO_056710A_1	0.037041628	-2.907
SNOO_056710A_2	0.035373023	-2.907
SNOO_557740_1	0.367879441	-0.989
SNOO_017180A_1	0.018571646	-3.181
SNOO_433180A_1	0.054360095	-0.123
SNOO_433180A_2	0.036614155	-0.123
SNOO_082660A_1	0.07928641	-3.346
SNOO_146350A_1	0.051272356	-2.113
SNOO_146350A_2	0.032456892	-2.113
SNOO_425270A_1	0.007227657	-0.731
SNOO_425270A_2	0.038851099	-0.731
SNOO_425270A_3	0.030627022	-0.731
SNOO_107140A_1	0.012961354	-3.182
SNOO_010200A_1	0.008029536	-3.346
SNOO_146160A_1	0.008318723	-3.278
SNOO_146160A_2	0.012862918	-3.278
SNOO_074300A_1	0.002948863	-3.346
SNOO_074300A_2	0.005637932	-3.346
SNOO_111650A_1	0.001574519	-2.785
SNOO_042940A_1	0.060873193	-3.161
SNOO_079040A_1	0.043749426	-3.123
SNOO_079040A_2	0.062858779	-3.123
SNOO_065890A_1	0.082911338	-3.346
SNOO_006410A_1	0.055376896	-3.346
SNOO_416180A_1	0.367879441	-1.806
SNOO_446970A_1	0.028829502	-1.453
SNOO_446970A_2	0.012862918	-1.453
SNOO_122970A_1	0.030014682	-3.058
SNOO_122970A_2	0.012862918	-3.058
SNOO_413440A_1	0.095387318	-1.139
SNOO_163360A_1	0.029667865	-3.079
SNOO_163360A_2	0.035706577	-3.079
SNOO_573520_1	0.029313518	-2.572
SNOO_162420A_1	0.081135532	-2.195
SNOO_153490A_1	0.035373023	-3.38
SNOO_153490A_2	0.015419381	-3.38
SNOO_153490A_3	0.013748984	-3.38
SNOO_115690A_1	0.085354095	-3.114
SNOO_115690A_2	0.109670405	-3.114
SNOO_649190_1	0.09384695	0.732
SNOO_145190A_1	0.367879441	-3.362
SNOO_431690A_1	0.000693572	-2.743
SNOO_164060A_1	0.028843689	-3.346
SNOO_069590A_1	0.000230821	-3.042
SNOO_122280A_1	0.367879441	-1.008
SNOO_122830A_1	0.046321766	-2.475
SNOO_122830A_2	0.039976749	-2.475
SNOO_076010A_1	0.064985239	-3.091
SNOO_060620A_1	0.367879441	-2.868
SNOO_130570A_1	0.052784374	-2.446
SNOO_130570A_2	0.013456204	-2.446
SNOO_000580A_1	0.060127676	-1.619
SNOO_096610A_1	0.006268061	-2.763
SNOO_092700A_1	0.034760595	-2.604
SNOO_024900A_1	0.034873351	-3.346
SNOO_024900A_2	0.014870352	-3.346
SNOO_132360A_1	0.007833401	-1.494
SNOO_098190A_1	0.367879441	-1.089
SNOO_135000A_1	0.008948826	1.483
SNOO_155520A_1	0.367879441	-3.278
SNOO_130880A_1	0.024118535	-3.464
SNOO_075460A_1	0.001914944	-0.803
SNOO_075460A_2	5.95e-05	-0.803
SNOO_418200A_1	0.024681897	-3.346
SNOO_418200A_2	0.043852977	-3.346
SNOO_145450A_1	0.142795309	-0.691
SNOO_434020A_1	0.367879441	-2.6
SNOO_111490A_1	0.100949097	-2.032
SNOO_111490A_2	0.134690806	-2.032
SNOO_655940_1	0.099154203	-1.8
SNOO_134090A_1	0.012738985	-2.315
SNOO_134090A_2	0.006577583	-2.315
SNOO_134090A_3	0.050483248	-2.315
SNOO_502070_1	0.367879441	-0.955
SNOO_401060A_1	0.367879441	-2.321
SNOO_405150A_1	0.183939721	-1.676
SNOO_135670A_1	0.043500424	-0.539
SNOO_135670A_2	0.007434471	-0.539
SNOO_108970A_1	0.065562502	-0.686
SNOO_108970A_2	0.062858779	-0.686
SNOO_156050A_1	0.030674992	-2.449
SNOO_303930A_1	0.012862918	-3.312
SNOO_303930A_2	0.012862918	-3.312
SNOO_148870A_1	0.003224662	-2.728
SNOO_148870A_2	0.01067246	-2.728
SNOO_557880_1	0.203050341	-0.529
SNOO_140960A_1	0.054848529	-3.346
SNOO_425190A_1	0.037065844	-3.209
SNOO_092100A_1	0.367879441	-2.848
SNOO_163490A_1	0.081495347	-1.188
SNOO_163490A_2	0.048113891	-1.188
SNOO_079960A_1	0.061302606	-2.052
SNOO_068800A_1	0.032999172	-1.746
SNOO_068800A_2	0.027749004	-1.746
SNOO_405980A_1	0.07384055	-3.347
SNOO_300410A_1	0.367879441	-2.737
SNOO_022650A_1	0.014481036	-3.048
SNOO_022650A_2	0.004888723	-3.048
SNOO_156490A_1	0.010757443	-1.418
SNOO_156490A_2	0.044182044	-1.418
SNOO_164130A_1	0.020232936	-2.464
SNOO_164130A_2	0.003874858	-2.464
SNOO_446110A_1	0.367879441	-2.253
SNOO_012260A_1	0.036099489	-3.396
SNOO_012260A_2	0.012862918	-3.396
SNOO_409560A_1	0.005463348	-1.251
SNOO_409560A_2	0.016542679	-1.251
SNOO_077160A_1	0.065490114	0.267
SNOO_077160A_2	0.01256214	0.267
SNOO_077160A_3	0.001325422	0.267
SNOO_636870_1	0.142795309	-2.855
SNOO_567500_1	0.021465318	-2.566
SNOO_567500_2	0.012925191	-2.566
SNOO_309490A_1	0.033134372	-3.346
SNOO_309490A_2	0.037542658	-3.346
SNOO_412830A_1	0.367879441	-2.355
SNOO_502890_1	0.03766841	-0.182
SNOO_502890_2	0.005469062	-0.182
SNOO_157320A_1	0.028908693	-3.018
SNOO_157320A_2	0.030075033	-3.018
SNOO_015090A_1	0.000198063	-1.421
SNOO_015090A_2	0.028737494	-1.421
SNOO_015090A_3	0.01400057	-1.421
SNOO_015090A_4	0.012862918	-1.421
SNOO_129630A_1	0.025100102	-1.206
SNOO_429130A_1	0.035373023	-2.41
SNOO_429130A_2	0.010226886	-2.41
SNOO_429130A_3	0.023102937	-2.41
SNOO_056690A_1	0.060873193	-2.372
SNOO_151450A_1	0.049741618	-1.836
SNOO_151450A_2	0.024975438	-1.836
SNOO_306010A_1	0.1648291	-2.804
SNOO_031900A_1	0.045978632	-1.527
SNOO_068170A_1	0.016861651	-2.941
SNOO_068170A_2	0.004817426	-2.941
SNOO_029270A_1	0.003230396	-3.346
SNOO_029270A_2	0.045992067	-3.346
SNOO_029270A_3	0.035373023	-3.346
SNOO_505400_1	0.081240572	2.004
SNOO_034680A_1	0.012862918	-0.737
SNOO_034680A_2	0.004227717	-0.737
SNOO_433970A_1	0.046773571	-2.643
SNOO_031150A_1	3.09e-05	-2.719
SNOO_031150A_2	0.05892405	-2.719
SNOO_115430A_1	0.102047933	-2.878
SNOO_115430A_2	0.028216532	-2.878
SNOO_501370_1	0.003215412	-1.477
SNOO_415980A_1	0.367879441	-2.611
SNOO_404330A_1	0.367879441	-2.537
SNOO_505760_1	0.057227902	-1.834
SNOO_161130A_1	0.002677711	-2.282
SNOO_161130A_2	0.010083862	-2.282
SNOO_161130A_3	0.012862918	-2.282
SNOO_426230A_1	0.012862918	-2.132
SNOO_001970A_1	0.013277043	-3.28
SNOO_426800A_1	0.01084823	-2.914
SNOO_065720A_1	0.367879441	0.603
SNOO_156240A_1	0.018298964	-2.796
SNOO_156240A_2	0.011050148	-2.796
SNOO_597420_1	0.029313518	-3.304
SNOO_416480A_1	0.010610698	-2.312
SNOO_122450A_1	0.002350178	-0.927
SNOO_122450A_2	0.012426055	-0.927
SNOO_122450A_3	0.000613096	-0.927
SNOO_201790A_1	0.062053021	-2.899
SNOO_201790A_2	0.062942825	-2.899
SNOO_071460A_1	0.038482439	-3.338
SNOO_071460A_2	0.005637932	-3.338
SNOO_097720A_1	0.013456204	-1.378
SNOO_097720A_2	0.013456204	-1.378
SNOO_108690A_1	0.054848529	0.082
SNOO_113170A_1	0.053599555	-2.782
SNOO_110380A_1	0.073696873	-3.362
SNOO_024800A_1	0.045978632	-3.18
SNOO_112380A_1	0.085023771	-3.015
SNOO_572130_1	0.093055273	-1.596
SNOO_038140A_1	0.08532701	-2.981
SNOO_422980A_1	0.367879441	-2.366
SNOO_099280A_1	0.095387318	-1.823
SNOO_122050A_1	0.367879441	-3.048
SNOO_146010A_1	0.00130652	-0.224
SNOO_146010A_2	0.087679887	-0.224
SNOO_146010A_3	0.019442193	-0.224
SNOO_109400A_1	0.00305622	-3.346
SNOO_109400A_1	0.00305622	-3.346
SNOO_109400A_2	0.030133134	-3.346
SNOO_109400A_2	0.030133134	-3.346
SNOO_578430_1	0.026843951	-3.353
SNOO_578430_2	0.006165552	-3.353
SNOO_444180A_1	0.017520584	-3.049
SNOO_008510A_1	0.009571652	-2.284
SNOO_029280A_1	0.002532334	-3.042
SNOO_409240A_1	0.035373023	-3.042
SNOO_409240A_2	0.034131077	-3.042
SNOO_409240A_3	0.012255539	-3.042
SNOO_615630_1	0.007731771	-2.236
SNOO_439660A_1	0.030415036	-3.013
SNOO_307140A_1	0.007621916	-3.088
SNOO_307140A_2	0.032570222	-3.088
SNOO_060070A_1	0.367879441	-3.078
SNOO_153370A_1	0.100380849	-0.044
SNOO_121880A_1	0.046091288	-2.562
SNOO_121880A_2	0.138610711	-2.562
SNOO_509440_1	0.000617275	0.11
SNOO_509440_2	0.033100115	0.11
SNOO_509440_3	0.010588098	0.11
SNOO_441030A_1	0.367879441	-2.747
SNOO_014400A_1	0.008868321	-3.28
SNOO_565200_1	0.014277389	-2.098
SNOO_565200_2	0.009974833	-2.098
SNOO_101140A_1	0.367879441	-2.747
SNOO_425070A_1	0.017520584	-2.125
SNOO_425070A_2	0.011511659	-2.125
SNOO_431600A_1	0.017806083	-2.311
SNOO_431600A_2	0.005374621	-2.311
SNOO_431600A_3	0.073696873	-2.311
SNOO_542290_1	0.004200056	-3.346
SNOO_542290_2	0.029508035	-3.346
SNOO_542290_3	0.0012084	-3.346
SNOO_542290_4	0.01603737	-3.346
SNOO_542290_5	0.124321769	-3.346
SNOO_143540A_1	0.022266329	-2.965
SNOO_143540A_2	0.009488892	-2.965
SNOO_146680A_1	0.367879441	-1.366
SNOO_507510_1	0.367879441	-1.955
SNOO_413560A_1	0.025858156	-2.585
SNOO_413560A_2	0.010053422	-2.585
SNOO_153990A_1	0.010520566	-3.304
SNOO_153990A_2	0.027367003	-3.304
SNOO_509260_1	0.048281417	-2.914
SNOO_127330A_1	0.014727716	-0.12
SNOO_506690_1	0.019813762	-2.55
SNOO_506060_1	0.367879441	-3.087
SNOO_418550A_1	0.047373101	-3.042
SNOO_418550A_2	0.032456892	-3.042
SNOO_104050A_1	0.367879441	-1.699
SNOO_085490A_1	0.042308923	-2.765
SNOO_085490A_2	0.034938971	-2.765
SNOO_061630A_1	0.050083491	-3.182
SNOO_061630A_2	0.048138092	-3.182
SNOO_630960_1	0.142795309	-2.967
SNOO_419280A_1	0.06019341	-0.794
SNOO_419280A_2	0.011224398	-0.794
SNOO_161060A_1	0.005293418	-3.349
SNOO_161060A_2	0.012862918	-3.349
SNOO_635310_1	0.037517042	-2.83
SNOO_635310_2	0.025250362	-2.83
SNOO_635310_3	0.027133415	-2.83
SNOO_070890A_1	5.18e-05	-3.338
SNOO_421680A_1	0.367879441	-2.657
SNOO_025690A_1	0.012862918	-3.346
SNOO_100090A_1	0.142795309	0.249
SNOO_581830_1	0.075111782	-2.251
SNOO_581830_2	0.062273413	-2.251
SNOO_532310_1	0.009132617	-2.076
SNOO_145980A_1	0.028531226	0.131
SNOO_145980A_2	0.024189924	0.131
SNOO_145980A_3	0.00501327	0.131
SNOO_044160A_1	0.034622939	-3.114
SNOO_044160A_2	0.053170177	-3.114
SNOO_609780_1	0.367879441	-2.713
SNOO_416800A_1	0.02783397	-2.784
SNOO_416800A_2	0.031042154	-2.784
SNOO_439670A_1	0.023389583	-2.416
SNOO_401340A_1	0.091308207	-3.461
SNOO_012510A_1	0.007906492	-0.753
SNOO_021070A_1	0.001092703	-2.112
SNOO_021070A_2	0.009906425	-2.112
SNOO_021070A_3	0.002729118	-2.112
SNOO_012750A_1	0.367879441	-3.346
SNOO_065850A_1	0.367879441	-2.949
SNOO_044890A_1	0.064088354	-3.173
SNOO_552870_1	0.021152029	-0.613
SNOO_552870_2	0.00473337	-0.613
SNOO_165350A_1	0.367879441	-3.078
SNOO_102420A_1	0.021611034	-3.187
SNOO_102420A_2	0.011487164	-3.187
SNOO_537580_1	0.019143304	-3.362
SNOO_579600_1	0.367879441	-1.492
SNOO_441840A_1	0.05900972	-1.09
SNOO_441840A_2	0.086792936	-1.09
SNOO_068810A_1	0.092587108	-3.052
SNOO_006440A_1	0.006969206	-1.987
SNOO_006440A_2	0.00194399	-1.987
SNOO_033540A_1	0.010393037	-1.236
SNOO_033540A_2	0.014907467	-1.236
SNOO_073570A_1	0.002777117	-3.346
SNOO_073570A_2	0.004501471	-3.346
SNOO_056740A_1	0.012128772	1.771
SNOO_056740A_2	0.012128772	1.771
SNOO_002240A_1	0.005677824	-2.957
SNOO_002240A_2	0.005677824	-2.957
SNOO_636700_1	0.014282266	-3.289
SNOO_098740A_1	0.080746641	-2.693
SNOO_098740A_2	0.082368934	-2.693
SNOO_095900A_1	0.014768735	-0.133
SNOO_006960A_1	0.005637932	-3.182
SNOO_006960A_2	0.028482752	-3.182
SNOO_433510A_1	0.000206373	-2.207
SNOO_433510A_2	0.040768695	-2.207
SNOO_080890A_1	0.055406287	-3.346
SNOO_037250A_1	0.018816891	-3.346
SNOO_526780_1	0.051412117	-1.662
SNOO_066770A_1	0.367879441	-2.773
SNOO_408070A_1	0.043896647	-1.825
SNOO_447440A_1	0.037774673	-3.057
SNOO_447440A_2	0.064530688	-3.057
SNOO_616670_1	0.002342339	-1.635
SNOO_616670_2	0.001894592	-1.635
SNOO_305300A_1	0.048951049	-0.385
SNOO_305300A_2	0.046275016	-0.385
SNOO_021960A_1	0.002172181	-3.346
SNOO_021960A_2	0.003685375	-3.346
SNOO_008650A_1	0.019726497	-1.127
SNOO_045140A_1	0.079964187	-3.28
SNOO_045140A_2	0.079964187	-3.28
SNOO_306990A_1	0.367879441	-2.369
SNOO_435300A_1	0.012014433	-2.967
SNOO_435300A_2	0.032445758	-2.967
SNOO_435300A_3	0.017965633	-2.967
SNOO_017350A_1	0.05444373	-3.348
SNOO_017350A_2	0.022635503	-3.348
SNOO_413070A_1	0.048951049	-2.716
SNOO_123690A_1	0.008334663	0.084
SNOO_123690A_2	0.01608181	0.084
SNOO_094940A_1	0.109280907	-3.161
SNOO_408950A_1	0.065141124	-2.101
SNOO_107920A_1	0.035373023	-2.857
SNOO_015320A_1	0.367879441	-3.173
SNOO_309530A_1	0.021655506	-3.438
SNOO_309530A_2	0.016693984	-3.438
SNOO_309530A_3	0.13751154	-3.438
SNOO_151840A_1	0.00181929	-3.346
SNOO_151840A_2	0.048951049	-3.346
SNOO_436780A_1	0.018065406	-2.607
SNOO_436780A_2	0.046693219	-2.607
SNOO_509310_1	0.025628976	-1.928
SNOO_021880A_1	0.054848529	-3.28
SNOO_076420A_1	0.003125899	-2.707
SNOO_431750A_1	0.001196319	0.563
SNOO_431750A_2	0.013729665	0.563
SNOO_062140A_1	0.049319095	-1.859
SNOO_062140A_2	0.084895256	-1.859
SNOO_005690A_1	0.034271111	-3.381
SNOO_416140A_1	0.035373023	-2.85
SNOO_419870A_1	0.367879441	-3.053
SNOO_160350A_1	0.070442945	-3.346
SNOO_401950A_1	0.003967848	-0.164
SNOO_038460A_1	0.073257378	-0.277
SNOO_510900_1	0.009623451	-1.914
SNOO_510900_2	0.009623451	-1.914
SNOO_021150A_1	0.012803672	-3.346
SNOO_021150A_2	0.006384147	-3.346
SNOO_059540A_1	0.016016674	-3.183
SNOO_059540A_2	0.0091606	-3.183
SNOO_059540A_3	0.035373023	-3.183
SNOO_107710A_1	0.084895256	-3.346
SNOO_051200A_1	0.367879441	-3.088
SNOO_412240A_1	0.000101444	-1.925
SNOO_516290_1	0.013006201	1.617
SNOO_516290_2	0.00073336	1.617
SNOO_516290_3	0.002690861	1.617
SNOO_138950A_1	0.001985815	-2.741
SNOO_045320A_1	0.082926946	-2.276
SNOO_045320A_2	0.094170825	-2.276
SNOO_004160A_1	0.021594452	-2.663
SNOO_501040_1	0.367879441	-2.625
SNOO_014420A_1	0.093812647	-2.315
SNOO_154290A_1	0.367879441	-1.89
SNOO_009720A_1	0.013006201	-2.08
SNOO_009720A_2	0.01211022	-2.08
SNOO_039180A_1	0.002490756	-2.691
SNOO_066350A_1	0.02630682	-2.965
SNOO_066350A_2	0.011900062	-2.965
SNOO_066350A_3	0.019575482	-2.965
SNOO_510470_1	0.003858875	-2.937
SNOO_510470_2	0.060127676	-2.937
SNOO_415690A_1	0.008197441	-2.963
SNOO_415690A_2	0.008197441	-2.963
SNOO_442630A_1	0.367879441	0.437
SNOO_509530_1	0.019809338	-2.488
SNOO_020590A_1	7.72e-05	-2.49
SNOO_020590A_2	0.000487763	-2.49
SNOO_441520A_1	0.031233036	-2.967
SNOO_441520A_2	0.018693551	-2.967
SNOO_571770_1	0.080255143	-2.694
SNOO_571770_2	0.081962976	-2.694
SNOO_009560A_1	0.142795309	-2.829
SNOO_431270A_1	0.137137352	-2.179
SNOO_012300A_1	0.034267583	-2.045
SNOO_012300A_2	0.101115855	-2.045
SNOO_527020_1	0.020881779	-2.807
SNOO_527020_2	0.019726497	-2.807
SNOO_527020_3	0.050960471	-2.807
SNOO_073200A_1	0.367879441	-3.338
SNOO_505160_1	0.05002002	-2.767
SNOO_505160_2	0.025620428	-2.767
SNOO_127120A_1	0.111478619	-0.611
SNOO_433470A_1	0.005309861	-1.586
SNOO_433470A_2	0.008415236	-1.586
SNOO_433470A_3	0.000164204	-1.586
SNOO_131780A_1	0.099807228	-2.821
